,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Comments,Conditions,For,While,do ... while,Func dec,Varibales Dec,Pointers,Comments length,code length,Variables Names
1040,satish14101995,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/satish14101995.jpg,/profile/satish14101995,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {
  $comman_array = array();
  ## By built-in function
  $arr1 = explode(',', $strArr[0]);
  $arr2 = explode(',', $strArr[1]);

  foreach($arr1 as $value1) {
    foreach($arr2 as $value2) {
      if($value1==$value2) {
        $comman_array[] = $value2;
      }
    }
  }
  $comman_string = null;
  foreach($comman_array as $comman) {
    if(!$comman_string) {
      $comman_string = trim($comman);
    } else {
      $comman_string = $comman_string."","".trim($comman);
    }
  }
  return (!empty($comman_string)) ? $comman_string : 'false';
}
$strArr = fgets(fopen('php://stdin', 'r'));
// keep this function call here  
echo FindIntersection($strArr);  

?>",9,0,Female,2,5,6,0,0,3,12,0,0,75,"'$comman_array''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr'"
1041,sudhir1409,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sudhir1409.jpg,/profile/sudhir1409,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {
  $comman_array = array();
  $arr1 = array();
  $arr2 = array();

  // ## By using the logic
  // // Creating first array
  // for($i =0; $i< strlen($strArr[0])-1; $i++) {
  //   $first_number = (int)$strArr[0][$i];
  //   $second_number = (int)$strArr[0][$i+1];
  //   $product = $first_number* $second_number;
  //   if($first_number && !$product) {
  //     $arr1[] = $strArr[0][$i];
  //   } else if($product) {
  //     $arr1[] = $strArr[0][$i].$strArr[0][$i+1];
  //     $i++;
  //   }
  // }
  // // Creating second array
  // for($i =0; $i< strlen($strArr[1])-1; $i++) {
  //   $first_number = (int)$strArr[1][$i];
  //   $second_number = (int)$strArr[1][$i+1];
  //   $product = $first_number* $second_number;
  //   if($first_number && !$product) {
  //     $arr2[] = $strArr[1][$i];
  //   } else if($product) {
  //     $arr2[] = $strArr[1][$i].$strArr[1][$i+1];
  //     $i++;
  //   }
  // }
  ## By built-in function
  $arr1 = explode(',', $strArr[0]);
  $arr2 = explode(',', $strArr[1]);

  foreach($arr1 as $value1) {
    foreach($arr2 as $value2) {
      if($value1==$value2) {
        $comman_array[] = $value2;
      }
    }
  }
  $comman_string = null;
  foreach($comman_array as $comman) {
    if(!$comman_string) {
      $comman_string = trim($comman);
    } else {
      $comman_string = $comman_string."","".trim($comman);
    }
  }
  echo $comman_string;
}
$strArr = fgets(fopen('php://stdin', 'r'));
// keep this function call here  
echo FindIntersection($strArr);  

?>",9,0,Male,30,15,10,0,0,3,32,0,0,181,"'$comman_array''$arr1''$arr2''$first_number''$second_number''$product', '$product', '$product''$arr1[]', '$arr1[]''$arr1[]', '$arr1[]''$first_number''$second_number''$product', '$product', '$product''$arr2[]', '$arr2[]''$arr2[]', '$arr2[]''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1''$arr2''$first_number''$second_number''$product', '$product', '$product''$arr1[]', '$arr1[]''$arr1[]', '$arr1[]''$first_number''$second_number''$product', '$product', '$product''$arr2[]', '$arr2[]''$arr2[]', '$arr2[]''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1''$arr2''$first_number''$second_number''$product', '$product', '$product''$arr1[]', '$arr1[]''$arr1[]', '$arr1[]''$first_number''$second_number''$product', '$product', '$product''$arr2[]', '$arr2[]''$arr2[]', '$arr2[]''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1''$arr2''$first_number''$second_number''$product', '$product', '$product''$arr1[]', '$arr1[]''$arr1[]', '$arr1[]''$first_number''$second_number''$product', '$product', '$product''$arr2[]', '$arr2[]''$arr2[]', '$arr2[]''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1''$arr2''$first_number''$second_number''$product', '$product', '$product''$arr1[]', '$arr1[]''$arr1[]', '$arr1[]''$first_number''$second_number''$product', '$product', '$product''$arr2[]', '$arr2[]''$arr2[]', '$arr2[]''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1''$arr2''$first_number''$second_number''$product', '$product', '$product''$arr1[]', '$arr1[]''$arr1[]', '$arr1[]''$first_number''$second_number''$product', '$product', '$product''$arr2[]', '$arr2[]''$arr2[]', '$arr2[]''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1''$arr2''$first_number''$second_number''$product', '$product', '$product''$arr1[]', '$arr1[]''$arr1[]', '$arr1[]''$first_number''$second_number''$product', '$product', '$product''$arr2[]', '$arr2[]''$arr2[]', '$arr2[]''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1''$arr2''$first_number''$second_number''$product', '$product', '$product''$arr1[]', '$arr1[]''$arr1[]', '$arr1[]''$first_number''$second_number''$product', '$product', '$product''$arr2[]', '$arr2[]''$arr2[]', '$arr2[]''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr''$comman_array''$arr1''$arr2''$first_number''$second_number''$product', '$product', '$product''$arr1[]', '$arr1[]''$arr1[]', '$arr1[]''$first_number''$second_number''$product', '$product', '$product''$arr2[]', '$arr2[]''$arr2[]', '$arr2[]''$arr1', '$arr1''$arr2', '$arr2''$comman_array[]', '$comman_array[]''$comman_string''$comman_string''$comman_string', '$comman_string''$strArr'"
1042,JakoF,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/JakoF.jpg,/profile/JakoF,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {
  
  foreach ($strArr as $key => $singleArray){
    $compareArrays[$key] = explode("", "",$singleArray);
  }
  $result = call_user_func_array('array_intersect', $compareArrays);
   
  if(!$result){
    $result = 'false';
  } else {
    $result = rtrim(implode("","",$result), "","");
  }
  
  return $result;
}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",10,0,Male,1,3,2,0,0,2,5,0,0,44,"'$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result'"
1044,cyrilalten,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/cyrilalten.jpg,/profile/cyrilalten,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {
  $strArr=implode(',',

    array_intersect(explode(', ',$strArr[0]),
    explode(', ',$strArr[1]))
  
  );

  // code goes here
  return $strArr;

}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",9,0,Male,2,0,0,0,0,2,0,0,0,27,
1046,larsmw,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/larsmw.jpg,/profile/larsmw,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {

  // code goes here
  $allNumbers = [];
  foreach ($strArr as $arr) {
    $allNumbers = array_merge($allNumbers, preg_split(""/[\s,]+/"", $arr));
  }
  $uniqueNumbers = array_unique($allNumbers);
  $diff = array_diff_assoc($allNumbers, $uniqueNumbers);
  return implode($diff, "","");
}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",9,0,Male,2,0,2,0,0,2,6,0,0,43,"'$allNumbers''$allNumbers', '$allNumbers''$uniqueNumbers''$diff', '$diff''$allNumbers''$allNumbers', '$allNumbers''$uniqueNumbers''$diff', '$diff''$allNumbers''$allNumbers', '$allNumbers''$uniqueNumbers''$diff', '$diff''$allNumbers''$allNumbers', '$allNumbers''$uniqueNumbers''$diff', '$diff''$allNumbers''$allNumbers', '$allNumbers''$uniqueNumbers''$diff', '$diff''$allNumbers''$allNumbers', '$allNumbers''$uniqueNumbers''$diff', '$diff''$allNumbers''$allNumbers', '$allNumbers''$uniqueNumbers''$diff', '$diff''$allNumbers''$allNumbers', '$allNumbers''$uniqueNumbers''$diff', '$diff''$allNumbers''$allNumbers', '$allNumbers''$uniqueNumbers''$diff', '$diff'"
1047,oscarfabiano,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/oscarfabiano.jpg,/profile/oscarfabiano,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {

   
  foreach ($strArr as $key => $singleArray){
    $compareArrays[$key] = explode("", "",$singleArray);
  }
  $result = array_intersect($compareArrays[0], $compareArrays[1]);
   
  if(!$result){
    $result = 'false';
  } else {
    $result = rtrim(implode("","",$result), "","");
  }
  
  return $result;

}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",9,0,Male,1,3,2,0,0,2,5,0,0,44,"'$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result''$compareArrays[$key]''$result', '$result''$result''$result'"
1052,vincenzodb,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/vincenzodb.jpg,/profile/vincenzodb,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {

  $arr1 = explode(', ', $strArr[0]);
  $arr2 = explode(', ', $strArr[1]);

  $strArr = array_intersect($arr1, $arr2);
  if (!$strArr) {
    return FALSE;
  }
  sort($strArr);
  $strArr = implode(',', $strArr);
  
  // code goes here
  return $strArr;

}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",9,0,Male,2,1,0,0,0,2,8,0,0,46,"'$arr1', '$arr1''$arr2', '$arr2''$strArr', '$strArr''$strArr', '$strArr''$arr1', '$arr1''$arr2', '$arr2''$strArr', '$strArr''$strArr', '$strArr''$arr1', '$arr1''$arr2', '$arr2''$strArr', '$strArr''$strArr', '$strArr''$arr1', '$arr1''$arr2', '$arr2''$strArr', '$strArr''$strArr', '$strArr''$arr1', '$arr1''$arr2', '$arr2''$strArr', '$strArr''$strArr', '$strArr''$arr1', '$arr1''$arr2', '$arr2''$strArr', '$strArr''$strArr', '$strArr''$arr1', '$arr1''$arr2', '$arr2''$strArr', '$strArr''$strArr', '$strArr''$arr1', '$arr1''$arr2', '$arr2''$strArr', '$strArr''$strArr', '$strArr''$arr1', '$arr1''$arr2', '$arr2''$strArr', '$strArr''$strArr', '$strArr'"
1053,krasimir0,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/krasimir0.jpg,/profile/krasimir0,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {

  $first = explode(', ', $strArr[0]);
  $second = explode(', ', $strArr[1]);

  $intersect = array_intersect($first, $second);

  if (empty($intersect)) {
    return ""false"";
  }

  return implode(',', $intersect);
}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",10,0,Male,1,1,0,0,0,2,6,0,0,38,"'$first', '$first''$second', '$second''$intersect', '$intersect''$first', '$first''$second', '$second''$intersect', '$intersect''$first', '$first''$second', '$second''$intersect', '$intersect''$first', '$first''$second', '$second''$intersect', '$intersect''$first', '$first''$second', '$second''$intersect', '$intersect''$first', '$first''$second', '$second''$intersect', '$intersect''$first', '$first''$second', '$second''$intersect', '$intersect''$first', '$first''$second', '$second''$intersect', '$intersect''$first', '$first''$second', '$second''$intersect', '$intersect'"
1056,johnnyfitz327,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnnyfitz327.jpg,/profile/johnnyfitz327,Find Intersection,Python3,"def FindIntersection(strArr):
  
    setOne = set(strArr[0].split("", ""))
    setTwo = set(strArr[1].split("", ""))

    result = sorted(list(setOne.intersection(setTwo)), key=lambda str: int(str))
    
    return ','.join(result) if len(result) > 0 else False

# keep this function call here 
print(FindIntersection(input()))",10,16,Male,1,2,0,0,0,1,4,0,1,30,"'setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result'"
1057,khaledk,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/khaledk.jpg,/profile/khaledk,Find Intersection,Python3,"def FindIntersection(strArr):
  a = map(int, strArr[0].split(', '))
  b = map(int, strArr[1].split(', '))
  c = list(set(a) & set(b))
  c.sort()
  return ','.join(map(str, c))

print(FindIntersection(input()))",9,3,Male,0,0,0,0,0,1,3,0,0,22,'a''b''c''a''b''c''a''b''c''a''b''c''a''b''c''a''b''c''a''b''c''a''b''c''a''b''c'
1058,Enockwem,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Enockwem.jpg,/profile/Enockwem,Find Intersection,Python3,"def FindIntersection(strArr):
  # code goes here
  newStr = list() 
  mylist = list() 
  for i in strArr: 
      mylist += [int(p) for p in i.split("","")] 
      for (n) in mylist:
          if (n) in newStr:
              continue
          else:
              if mylist.count((n)) > 1:
                  newStr.append((n))
              else:
                  continue 
  if len(newStr) == 0:
      return False 
  else:
      return "","".join([str(i) for i in newStr])

# keep this function call here 
print(FindIntersection(input()))",10,1,Male,2,9,4,0,0,1,2,0,1,59,'newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist'
1060,AndrasGardos,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/AndrasGardos.jpg,/profile/AndrasGardos,Find Intersection,Python3,"def FindIntersection(strArr):
  a = set(strArr[0].split("", ""))
  b = set(strArr[1].split("", ""))
  intersect = list(a.intersection(b))
  if len(intersect)==0:
    return ""false""
  intersect_ints = list(map(int,intersect))
  intersect_ints.sort()
  intersect_strs = list(map(str,intersect_ints))
  return "","".join(intersect_strs)

# keep this function call here 
print(FindIntersection(input()))",10,0,Female,1,1,0,0,0,1,5,0,0,33,'a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs'
1061,poppy12138,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/poppy12138.jpg,/profile/poppy12138,Find Intersection,Python3,"def FindIntersection(strArr):
    # code goes here
    i_nums = [int(i_nums) for i_nums in strArr[0].split(', ')]
    j_nums = [int(j_nums) for j_nums in strArr[1].split(', ')]
    i = 0
    j = 0
    common = []
    while(i < len(i_nums) and j < len(j_nums)):
        if i_nums[i] == j_nums[j]:
            common.append(str(i_nums[i]))
            i += 1
            j += 1
        elif i_nums[i] < j_nums[j]:
            i += 1
        else:
            j += 1
    return ','.join(common) if len(common) > 0 else 'false'

# keep this function call here 
print(FindIntersection(input()))",10,0,Female,2,6,2,2,0,1,5,0,3,72,'i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common'
1068,KobyG16,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/KobyG16.jpg,/profile/KobyG16,Find Intersection,Python3,"def FindIntersection(strArr):
    v = set(map(int, strArr[0].split(', ')))
    q = set(map(int, strArr[1].split(', ')))
    c = sorted(list(v&q))
    if len(c) ==0:
      return 'false'
    d = """"""""""""
    for i in range(len(c)):
        d += str(c[i])
        if i<len(c)-1:
            d+= "",""
    return d
print(FindIntersection(input()))",10,0,Male,1,2,1,0,0,1,4,0,0,37,'v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d'
