,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Name_or_Image,Comments,Conditions,For,While,Func dec,Varibales Dec,Comments length,code length,Variables Names,Num_of_Lines,Lines_ave_len,Vars_ave_len,num_of_cases_uses
1522,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,                         Min Window Substring                       ,Csharp,using System;using System.Linq;class MainClass {  public static string FirstReverse(string str) {    var arr = str.ToArray();    Array.Reverse(arr);    return new string(arr);  }  static void Main() {      // keep this function call here    Console.WriteLine(FirstReverse(Console.ReadLine()));  } },5,0,0,0,299,0,0,0,2,0,33,33,,1,0,0,0
1523,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,                         Min Window Substring                       ,Csharp,using System;class MainClass {  public static int FirstFactorial(int num) {    var res = num;    for(int i = num-1; i > 0; i--)    {      res *= i;    }    return res;  }  static void Main() {      // keep this function call here    Console.WriteLine(FirstFactorial(Console.ReadLine()));  } },5,0,0,0,293,0,1,0,2,0,43,43,,1,0,0,0
1524,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,                         Min Window Substring                       ,Csharp,"using System;using System.Linq;using System.Text.RegularExpressions;class MainClass {  public static string QuestionsMarks(string str) {    var r = str.Replace("" "","""");    var total = 0;    var totMark = 0;    var start = 0;    var res = ""false"";    for(var i =0; i< r.Length; i++)    {      if(Char.IsDigit(r[i]))      {        start+=1;        total += Int32.Parse(r[i].ToString());        if(start == 2 && total == 10)        {          if(totMark == 3)          {           res = ""true"";          }",5,0,0,0,503,3,1,0,0,0,0,62,,1,0,0,0
1525,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,                         Min Window Substring                       ,Csharp,"using System;using System.Linq;using System.Collections.Generic;class MainClass {  public static string FindIntersection(string[] strArr) {    var item1 = strArr[0].Replace("" "","""").Split("","");    var item2 = strArr[1].Replace("" "","""").Split("","");    var re = item1.Intersect(item2).ToArray();    return re.Length != 0 ? string.Join("","",re) : ""false"";  }  static void Main() {      // keep this function call here    Console.WriteLine(FindIntersection(Console.ReadLine()));  } }",5,0,0,0,477,0,0,0,2,0,48,48,,1,0,0,0
1526,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,                         Min Window Substring                       ,Csharp,"using System;using System.Text.RegularExpressions;class MainClass {  public static string CodelandUsernameValidation(string str) {    var valid = Regex.IsMatch(str, @""(^[a-zA-Z])[\w]*[a-zA-Z0-9]$"");    var len = str.Length;    return (valid && len >=4 && len <= 25) ? ""true"" : ""false"";  }  static void Main() {      // keep this function call here    Console.WriteLine(CodelandUsernameValidation(Console.ReadLine()));  } }",5,0,0,0,423,0,0,0,2,0,47,47,,1,0,0,0
1527,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,                         Min Window Substring                       ,Csharp,"using System;using System.Linq;class MainClass {  public static string BracketMatcher(string str) {    var countOpen = str.Count(ch => ch == '(');    var countClose = str.Count(ch => ch == ')');    if(countOpen == 0 && countClose == 0)     return ""1"";    else if(countOpen == countClose)    {      return ""1"";    }    return ""0"";  }  static void Main() {      // keep this function call here    Console.WriteLine(BracketMatcher(Console.ReadLine()));  } }",5,0,0,0,455,3,0,0,4,0,60,60,,1,0,0,0
1528,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,                         Min Window Substring                       ,Csharp,"using System;using System.Collections.Generic;using System.Linq;class MainClass {  public static string TreeConstructor(string[] strArr) {    var parents = new Dictionary<int, int>();    var childs = new Dictionary<int, int>();    foreach(var item in strArr)    {      var it = item.Replace(""("","""").Replace("")"","""").Split("","");            int parent = Int32.Parse(it[1]);      int child = Int32.Parse(it[0]);      if(parents.ContainsKey(parent)){        parents[parent] += 1;        if(parents[parent] > 2)        return ""false"";      }      else      {        parents.Add(parent, 1);      }",5,0,0,0,591,3,1,0,1,0,0,56,,1,0,0,0
1529,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,                         Min Window Substring                       ,Csharp,"using System;using System.Collections.Generic;using System.Linq;class MainClass {  public static string MinWindowSubstring(string[] strArr) {    var N = strArr[0];    var K = strArr[1];    var res = string.Empty;    var uniques = new Dictionary<char, int>();    foreach(var item in K.ToArray().GroupBy(c => c))    {      uniques.Add(item.Key, item.Count());    }    for(var i=0; i <= N.Length-K.Length; i++)    {      for(var size=K.Length; size <= N.Length-i; size++)      {        var val = N.Substring(i,size);        bool b = true;        foreach(var item in uniques)        {          if(val.Count(x => x == item.Key) < item.Value)",5,0,0,0,637,1,4,0,0,0,0,74,,1,0,0,0
1530,GiLb3rTh,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/GiLb3rTh.jpg,/profile/GiLb3rTh,                         Kaprekars Constant                       ,JavaScript,"function CheckNums(num1,num2) {   return num2 > num1 ? 'true' : num1 === num2 ? '-1' : 'false'}   // keep this function call here console.log(CheckNums(readline()));",15,0,0,0,166,0,0,0,2,0,24,24,,1,0,0,0
1531,GiLb3rTh,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/GiLb3rTh.jpg,/profile/GiLb3rTh,                         Kaprekars Constant                       ,JavaScript,"function LongestWord(sen) {  let wordsLengthArray = [];    sen.split(' ').forEach(function(x){    wordsLengthArray.push(countLetters(x));  })    let maxIndex = wordsLengthArray.indexOf(Math.max.apply(Math, wordsLengthArray));  return sen.split(' ')[maxIndex];}function countLetters(str){  str = str.toLowerCase();  let wordLength = 0;    for (i = 0; i < str.length; i++) {    wordLength += (str[i].charCodeAt() - 96) > 0 && (str[i].charCodeAt() - 96) <= 26 ? 1 : 0;  }    return wordLength;}   // keep this function call here ",15,0,0,0,527,0,2,0,4,0,62,62,,1,0,0,0
1532,GiLb3rTh,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/GiLb3rTh.jpg,/profile/GiLb3rTh,                         Kaprekars Constant                       ,JavaScript,function TimeConvert(num) {   return `${parseInt((num / 60))}:${(num % 60)}`;}   // keep this function call here console.log(TimeConvert(readline()));,15,0,0,0,151,0,0,0,2,0,16,16,,1,0,0,0
1533,GiLb3rTh,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/GiLb3rTh.jpg,/profile/GiLb3rTh,                         Kaprekars Constant                       ,JavaScript,function AlphabetSoup(str) {   return str.split('').sort().join('');}   // keep this function call here console.log(AlphabetSoup(readline()));,15,0,0,0,143,0,0,0,2,0,12,12,,1,0,0,0
1534,GiLb3rTh,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/GiLb3rTh.jpg,/profile/GiLb3rTh,                         Kaprekars Constant                       ,JavaScript,function FirstReverse(str) {   return str.split('').reverse().join('')}   // keep this function call here console.log(FirstReverse(readline()));,15,0,0,0,145,0,0,0,2,0,12,12,,1,0,0,0
1535,GiLb3rTh,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/GiLb3rTh.jpg,/profile/GiLb3rTh,                         Kaprekars Constant                       ,JavaScript,function SimpleAdding(num) {   let stringOperation = 0;    for(i = 1; i <= num; i++){    stringOperation += i;   }  return stringOperation;}   // keep this function call here console.log(SimpleAdding(readline()));,15,0,0,0,214,0,1,0,2,0,27,27,,1,0,0,0
